country,escs,math,reading,science
Albania,NA,314.0754,426.6165,419.1906
Albania,NA,376.3125,276.0267,444.5543
Albania,NA,442.9117,466.6336,510.8542
Albania,NA,267.417,208.728,224.4871
Albania,NA,333.2373,282.9372,418.8176
Albania,NA,482.4038,311.5324,442.4095
Albania,NA,399.0575,319.3965,346.643
Albania,NA,439.2507,486.9955,534.0731
Albania,NA,366.42,545.946,452.8534
Albania,NA,330.511,367.9284,254.6065
Albania,NA,488.5574,388.5805,475.1399
Albania,NA,328.2521,364.5923,302.7229
Albania,NA,147.6943,61.6513,129.4666
Albania,NA,324.4353,351.4743,326.1283
Albania,NA,279.88,345.6201,311.8612
Albania,NA,439.6401,487.404,481.7605
Albania,NA,432.6297,440.7666,396.2514
Albania,NA,368.3673,268.5602,287.8963
Albania,NA,472.3555,529.0145,466.8407
Albania,NA,564.8154,496.6263,522.8833
Albania,NA,520.9612,422.6068,455.1846
Albania,NA,373.2747,410.7417,402.3126
Albania,NA,336.8204,416.8328,418.3514
Albania,NA,245.5289,269.3551,199.0302
Albania,NA,436.2907,297.4731,317.7359
Albania,NA,274.2717,210.8933,288.8288
Albania,NA,358.6306,337.36,385.994
Albania,NA,333.5488,251.1648,295.3562
Albania,NA,323.5784,363.798,340.9549
Albania,NA,221.6934,282.9882,203.1332
Albania,NA,470.4082,560.8663,462.2715
Albania,NA,529.919,667.3833,557.6651
Albania,NA,419.3099,423.4087,433.0847
Albania,NA,406.2237,325.0101,397.9299
Albania,NA,385.7377,323.8874,369.6755
Albania,NA,404.9774,487.4842,414.7147
Albania,NA,444.3916,433.2727,483.7188
Albania,NA,347.8034,371.5229,389.5375
Albania,NA,363.0706,193.4185,293.4912
Albania,NA,536.0726,533.9392,495.8411
Albania,NA,488.5574,499.5935,393.0809
Albania,NA,424.0614,370.8673,469.9179
United Arab Emirates,0.39,424.1393,442.5935,444.2745
United Arab Emirates,0.9,575.4868,584.7751,583.495
United Arab Emirates,0.59,624.8715,651.656,656.975
United Arab Emirates,0.73,474.5365,482.4679,496.7736
United Arab Emirates,0.63,512.2371,512.6517,592.4468
United Arab Emirates,0.58,674.8793,563.4284,584.9869
United Arab Emirates,0.65,596.3624,612.8282,573.7971
United Arab Emirates,-0.26,393.2155,401.9249,372.7527
United Arab Emirates,0.24,500.1636,434.5558,433.3644
United Arab Emirates,0.59,587.9498,580.8035,580.6975
United Arab Emirates,0.48,498.372,476.59,552.7229
United Arab Emirates,0.04,503.3572,579.3737,498.6386
United Arab Emirates,1.89,516.0539,477.941,485.5837
United Arab Emirates,NA,243.1142,248.5045,231.0145
United Arab Emirates,-0.51,283.3853,205.1193,292.5587
United Arab Emirates,0.33,317.4248,287.0781,285.0988
United Arab Emirates,0.68,551.8071,510.5865,566.3372
United Arab Emirates,1.2,407.0805,451.6372,440.4513
United Arab Emirates,0.11,504.9151,418.7575,524.5617
United Arab Emirates,NA,369.6915,223.8848,301.5106
United Arab Emirates,-0.33,298.7303,235.7536,269.8993
United Arab Emirates,-0.29,399.7585,373.6881,390.47
United Arab Emirates,0.29,282.0611,343.936,295.3562
United Arab Emirates,-0.56,412.5331,410.738,378.9071
United Arab Emirates,0.83,389.866,366.4706,392.0552
United Arab Emirates,-1.44,328.5636,304.3836,300.9511
United Arab Emirates,0.56,336.6646,441.1638,463.95
United Arab Emirates,0.37,454.7515,533.9392,506.0985
United Arab Emirates,0.38,505.8498,345.2993,493.6031
United Arab Emirates,0.16,545.1083,506.6506,567.6427
United Arab Emirates,0.39,475.7828,456.8911,478.1238
United Arab Emirates,-0.47,456.6989,443.3879,453.7859
United Arab Emirates,0.56,296.3156,329.4838,303.3756
United Arab Emirates,1.01,449.6105,439.4163,419.3771
United Arab Emirates,0.98,594.5708,631.1927,550.2051
United Arab Emirates,0.56,537.8642,576.832,517.2883
United Arab Emirates,0.21,424.8403,424.6919,478.6833
United Arab Emirates,-0.54,307.065,318.3539,391.4025
United Arab Emirates,0.02,357.7738,304.8011,380.4924
United Arab Emirates,0.37,301.145,247.1412,286.5908
United Arab Emirates,0.86,551.1061,592.6192,570.4401
United Arab Emirates,0.19,395.8638,351.2337,382.0776
United Arab Emirates,-0.16,269.676,272.6431,324.2633
United Arab Emirates,0.21,379.5062,327.1753,315.8709
United Arab Emirates,0.64,435.5897,480.5072,461.3391
United Arab Emirates,0.22,309.4018,338.6978,277.4524
United Arab Emirates,0.25,365.5632,395.8087,366.505
United Arab Emirates,-0.19,438.7833,483.1034,500.4103
United Arab Emirates,-0.22,473.2123,379.3018,414.7147
United Arab Emirates,0.86,400.4596,417.7149,377.4151
United Arab Emirates,0.68,453.661,549.8254,509.1757
United Arab Emirates,0.25,661.4815,653.2446,609.6046
United Arab Emirates,1.58,282.9958,253.3964,360.5371
United Arab Emirates,0.42,469.8629,503.12,552.5364
United Arab Emirates,-0.42,394.5396,374.4901,387.6725
United Arab Emirates,0.45,474.4586,535.4484,459.4741
United Arab Emirates,0.54,360.7338,423.3285,412.8497
United Arab Emirates,-0.03,382.7777,453.7139,440.1716
United Arab Emirates,1.05,501.9551,530.5486,525.3077
United Arab Emirates,2.5,301.6124,342.4123,308.411
United Arab Emirates,-0.21,503.3572,445.2216,511.6934
United Arab Emirates,0.16,469.084,418.7642,452.0142
United Arab Emirates,0.01,472.5113,449.1069,457.2361
United Arab Emirates,0.76,473.1344,449.8729,493.3234
United Arab Emirates,0.81,419.5435,400.3127,443.2488
United Arab Emirates,1.05,412.2994,392.2131,374.8974
United Arab Emirates,-0.8,478.1196,536.9576,511.6934
United Arab Emirates,-1.4,492.4521,540.2937,510.7609
United Arab Emirates,0.75,432.4739,462.6102,461.3391
United Arab Emirates,1.09,386.5945,464.8342,409.0265
United Arab Emirates,0.82,641.2292,687.2411,705.6509
United Arab Emirates,0.33,513.4834,519.8005,551.6039
United Arab Emirates,0.92,435.8233,399.3504,440.5446
United Arab Emirates,0.32,427.0992,522.104,444.834
United Arab Emirates,-0.69,291.1746,329.5812,415.6471
United Arab Emirates,0.81,640.4502,634.3203,640.3767
United Arab Emirates,0.72,575.7205,548.432,600.2797
United Arab Emirates,0.4,294.602,261.5762,367.9038
United Arab Emirates,1.67,544.0957,570.4775,568.2954
United Arab Emirates,0.68,556.6365,530.2278,543.9575
United Arab Emirates,-0.61,348.3487,405.4198,394.0134
United Arab Emirates,1.14,382.6998,415.3893,367.997
United Arab Emirates,-0.97,259.5498,340.1668,260.8542
United Arab Emirates,0.65,437.1475,438.6457,427.7695
United Arab Emirates,0.81,514.1845,535.4484,534.0731
United Arab Emirates,1.7,300.2882,319.1559,403.2451
United Arab Emirates,1.06,493.6984,451.4768,534.0731
United Arab Emirates,1.12,459.4251,452.1184,488.3812
United Arab Emirates,-0.52,393.7607,408.9737,432.4319
United Arab Emirates,1.06,500.9425,493.8997,571.3726
United Arab Emirates,0.78,351.4644,405.9263,402.5923
United Arab Emirates,0.96,601.737,537.1164,600.2797
United Arab Emirates,1.13,637.2566,657.7722,628.2544
United Arab Emirates,0.48,412.3773,405.7376,408.7467
United Arab Emirates,-1.34,347.7255,375.8715,361.8426
United Arab Emirates,0.66,525.1675,531.5563,516.3558
United Arab Emirates,-0.2,470.3303,515.6701,496.7736
United Arab Emirates,0.58,433.1749,425.7344,457.6091
United Arab Emirates,0.58,456.7768,491.0465,497.0533
United Arab Emirates,0.03,355.3591,350.5921,448.0977
United Arab Emirates,0.17,457.5557,497.8775,458.1686
United Arab Emirates,-1.07,306.5197,417.9699,395.7852
United Arab Emirates,0.42,410.1184,496.6066,451.7344
United Arab Emirates,0.37,515.0413,479.7053,541.3465
United Arab Emirates,-0.64,434.1097,352.8376,310.1828
United Arab Emirates,0.4,619.5747,497.9896,575.3823
United Arab Emirates,-0.41,377.1693,370.6408,370.8877
United Arab Emirates,-0.64,391.2681,385.7173,360.5371
United Arab Emirates,1.07,384.4914,333.7513,399.4219
United Arab Emirates,0.32,523.8433,474.7332,489.0339
United Arab Emirates,-0.22,421.0235,464.3079,413.7822
United Arab Emirates,1.91,363.9274,392.7109,452.9467
United Arab Emirates,0.73,345.4666,407.6439,390.1902
United Arab Emirates,0.45,481.2354,525.8372,528.4782
United Arab Emirates,-0.12,451.8695,489.3784,493.9761
United Arab Emirates,1.24,510.6013,501.1974,551.5106
United Arab Emirates,0.07,486.9216,546.5687,578.8325
United Arab Emirates,1.43,423.2824,400.9543,402.8721
United Arab Emirates,2.24,363.9274,408.4382,360.6304
United Arab Emirates,0.23,412.2215,342.5727,403.3383
United Arab Emirates,0.95,474.6144,423.4087,455.6509
United Arab Emirates,-0.88,325.0584,215.7852,153.8978
United Arab Emirates,-0.36,492.1405,501.037,487.4487
United Arab Emirates,0.71,647.4607,745.3846,728.7766
United Arab Emirates,0.36,566.3733,551.3346,521.9508
United Arab Emirates,1.65,356.2938,411.8607,385.4345
United Arab Emirates,0.54,474.5365,517.2363,487.4487
United Arab Emirates,-0.81,343.0519,404.964,403.8046
United Arab Emirates,-0.28,373.3525,365.6687,395.9717
United Arab Emirates,0.32,443.379,481.1488,458.5416
United Arab Emirates,0.07,460.4378,535.4484,507.9634
United Arab Emirates,-0.72,364.3948,388.5805,311.2085
United Arab Emirates,2.07,401.3164,480.085,454.8116
United Arab Emirates,0.76,527.9716,498.0364,611.4696
United Arab Emirates,0.92,385.4261,480.7204,376.4827
United Arab Emirates,-0.06,416.272,505.8206,483.3458
United Arab Emirates,0.71,540.902,525.2558,518.5006
United Arab Emirates,1.14,560.2197,568.5608,599.3473
Argentina,0.25,441.8212,463.2456,483.7188
Argentina,1.09,513.9508,587.0055,555.5203
Argentina,-2.02,300.1324,501.1974,305.5203
Argentina,-0.92,493.3868,576.2595,542.0925
Argentina,0.4,427.255,545.8539,532.2081
Argentina,-0.97,372.4178,386.9124,382.0776
Argentina,-0.34,392.2028,375.0772,428.4222
Argentina,0.73,425.5414,462.4513,507.8702
Argentina,-1.21,264.2234,308.089,312.141
Argentina,NA,330.6668,286.1144,247.5196
Argentina,-1.35,345.4666,393.3463,401.6598
Argentina,0.06,466.9029,518.8473,518.5006
Argentina,-0.06,341.4161,349.71,403.8046
Argentina,-2.22,465.1114,377.6177,464.1365
Argentina,-1.83,417.0509,441.8535,395.4122
Argentina,-0.63,373.9757,413.9189,369.0228
Argentina,0.15,392.826,406.1347,501.7158
Argentina,-1.48,413.0784,464.0399,451.9209
Argentina,-2.06,352.7107,355.083,415.6471
Argentina,-1.14,450.5453,491.2533,504.793
Argentina,-1.59,364.0053,308.3551,318.5752
Argentina,-0.9,364.7063,278.3302,428.702
Argentina,0.83,468.3829,451.4768,449.1235
Argentina,-0.83,382.6219,459.4329,465.815
Argentina,-1.39,316.4901,269.4339,359.6046
Argentina,1.14,485.5196,564.123,492.0179
Argentina,-0.63,499.6183,425.0126,473.7411
Argentina,1.09,456.3094,531.3974,518.2208
Argentina,1.02,380.363,464.0399,416.4864
Argentina,-1.05,230.8849,181.2213,276.9862
Argentina,-0.31,320.3069,357.7612,314.752
Argentina,-0.77,361.7464,406.0553,387.0198
Argentina,-1.86,339.7803,371.4427,356.7139
Argentina,NA,431.695,498.1952,430.567
Argentina,-1.78,307.2986,402.878,353.1705
Argentina,-0.62,268.897,359.191,306.5461
Argentina,0.17,418.9204,466.5534,437.0944
Argentina,-1.14,494.1658,560.1514,512.9056
Argentina,-1.17,433.2528,460.4586,426.6505
Argentina,-0.33,264.535,292.6278,317.3629
Argentina,0.39,285.9558,371.8205,348.508
Argentina,-2.6,257.5245,280.021,259.5487
Argentina,0.01,531.8663,644.1895,512.6259
Argentina,-0.58,308.3113,304.7209,308.411
Argentina,0.64,353.1781,444.9765,317.0832
Argentina,-0.6,422.4256,474.3659,467.7732
Argentina,-0.08,403.7311,332.9787,427.6762
Argentina,-2.99,260.0171,313.5423,290.6938
Argentina,-2.06,300.1324,359.2704,375.8299
Argentina,-1.84,443.0675,481.7903,531.2756
Argentina,-2.06,419.3099,449.8218,429.9142
Argentina,0.76,409.1837,403.4403,478.4036
Australia,-0.36,532.9568,563.7491,548.9929
Australia,0.76,461.3725,555.6239,585.3599
Australia,-0.46,580.9394,614.1645,624.8974
Australia,-0.53,426.7098,413.7854,418.8176
Australia,-0.89,321.8648,305.5228,302.8161
Australia,0.9,491.9847,533.0655,521.1115
Australia,-0.69,544.1735,556.4514,579.8583
Australia,1.24,651.0438,546.1063,654.737
Australia,0.04,462.6188,405.6858,481.8538
Australia,0.61,216.0072,214.3417,258.0567
Australia,0.97,575.5647,552.9232,586.2924
Australia,-0.18,603.8402,567.6787,597.2025
Australia,1.11,573.3837,567.1975,604.9422
Australia,0.18,334.4836,290.0453,330.0448
Australia,NA,388.1524,412.4221,488.3812
Australia,0.42,480.067,470.7235,495.1884
Australia,1.36,569.8785,595.816,604.1029
Australia,-0.44,407.3142,455.2231,409.1197
Australia,0.81,517.5339,441.6129,464.323
Australia,-0.56,396.9544,323.8874,385.9008
Australia,0.73,494.8668,514.8758,512.3461
Australia,0.62,381.9988,358.9527,383.1966
Australia,1.21,497.2036,446.1038,479.9888
Australia,0.13,413.1563,423.2918,424.226
Australia,0.96,512.7824,596.6897,550.5781
Australia,1.11,438.0044,499.7839,507.6837
Australia,1.21,643.2544,655.1709,678.0492
Australia,0.92,476.6397,521.9678,498.6386
Australia,0.31,543.2388,526.6191,566.8967
Australia,0.57,527.9716,537.9108,559.6233
Australia,NA,397.8891,386.1975,353.5435
Australia,-0.38,582.8867,670.5605,640.6565
Australia,0.3,486.3764,514.5899,481.1078
Australia,0.62,446.8064,516.385,492.2044
Australia,0.51,537.0852,489.4088,543.398
Australia,0.86,403.5753,469.8384,431.4994
Australia,0.89,480.1449,490.6117,510.6677
Australia,0.45,494.7889,509.9386,524.4685
Australia,0.37,523.9212,552.4417,566.8034
Australia,-0.38,416.6615,447.28,428.702
Australia,-0.73,429.6697,369.5982,436.2551
Australia,0.39,535.761,580.8035,550.2984
Australia,-0.52,315.7891,323.727,292.7452
Australia,1.95,473.2902,510.8248,475.4196
Australia,1.11,589.9751,573.1319,603.2637
Australia,0.72,402.5627,402.0837,347.016
Australia,-1.15,404.3543,439.6882,466.934
Australia,2.22,660.0016,574.9764,682.6184
Australia,0.73,568.788,520.4441,573.2376
Australia,0.44,489.57,573.0987,563.9127
Australia,0.41,702.7652,643.9436,706.5834
Australia,-1.02,456.6989,391.5715,416.5796
Australia,0.7,681.4223,630.845,648.2096
Australia,-0.02,554.845,553.3238,549.6457
Australia,0.3,436.5244,506.5704,552.9094
Australia,-0.46,447.2737,477.941,477.1913
Australia,-0.61,368.5231,409.4708,365.2928
Australia,-0.42,381.2977,430.1229,457.6091
Australia,0.63,520.2602,575.9582,533.1406
Australia,-0.08,336.9762,393.2669,339.2764
Australia,0.03,616.3032,570.9666,637.3928
Australia,-0.07,546.2767,618.9304,610.8169
Australia,-1.37,463.7872,424.8522,441.6636
Australia,-0.01,463.943,462.6239,413.8754
Australia,-0.94,462.7746,559.5954,542.4655
Australia,-0.85,327.4731,416.2224,388.5117
Australia,0.68,405.7563,509.2362,484.6512
Australia,-0.81,484.3511,483.1034,526.0537
Australia,-1.2,487.9343,541.7234,575.9418
Australia,0.28,601.6591,580.3494,621.9135
Australia,-1.09,279.1011,275.8508,290.9735
Australia,1.51,686.5633,630.9521,683.1779
Australia,-0.06,500.1636,487.8049,476.2589
Australia,0.98,569.489,573.6131,579.765
Australia,-0.07,372.0284,405.1815,384.0358
Australia,0.32,445.0148,473.3699,497.7061
Australia,0.33,561.0765,592.0578,483.7188
Australia,0.85,402.0953,332.9787,360.6304
Australia,NA,364.7063,332.9787,320.5334
Australia,1.03,528.0495,531.5911,536.8706
Australia,-1.04,522.8307,627.5884,561.768
Australia,NA,452.7263,484.6125,499.2913
Australia,0.05,513.4834,457.8924,532.9541
Australia,0.95,653.848,695.8196,647.7434
Australia,1.03,585.1457,581.5978,602.8907
Australia,0.37,619.4968,592.0578,620.7945
Australia,-1.44,392.826,389.6131,385.8075
Australia,1.4,612.5643,570.7261,634.9683
Australia,-0.7,409.2616,382.782,400.9138
Australia,-2,467.9935,517.2363,480.3618
Australia,0.56,448.8316,424.1305,508.6162
Australia,-0.23,551.0282,639.3442,613.5211
Australia,0.39,630.6356,629.177,652.5923
Australia,1.17,629.623,706.3045,709.1011
Australia,1.12,431.695,402.5582,403.3383
Australia,0.4,333.2373,299.9092,330.2313
Australia,1.25,495.49,531.7946,493.9761
Australia,0.31,499.5404,527.5847,495.5614
Australia,0.34,499.4625,547.7102,563.7262
Australia,1.26,532.879,524.6458,538.7355
Australia,-0.6,430.8381,422.0454,438.9593
Australia,0.59,462.1514,456.5291,440.8243
Australia,-0.19,608.6696,549.0735,602.3312
Australia,0.83,508.0308,523.6132,559.9963
Australia,0.78,542.8494,545.7744,580.6975
Australia,0.07,395.2407,439.9723,403.7113
Australia,0.39,524.4664,494.7819,524.4685
Australia,-0.24,513.4055,598.4734,564.8452
Australia,0.6,440.0296,499.7044,486.5162
Australia,0.34,508.1866,497.0273,500.4103
Australia,0.78,444.3138,555.9416,472.7154
Australia,0.79,589.1961,621.075,620.0485
Australia,0.07,520.416,579.2267,582.5625
Australia,0.37,579.6152,588.0481,628.2544
Australia,1.12,508.8098,503.6033,540.6005
Australia,-0.58,461.5283,516.675,530.3432
Australia,0.96,480.3007,506.8532,500.5968
Australia,0.51,360.578,330.3029,341.9806
Australia,1.41,324.9805,363.2629,370.8877
Australia,-1.48,387.2955,376.8959,395.8784
Australia,0.43,656.5742,727.6714,691.6636
Australia,NA,343.675,298.3053,330.7907
Australia,0.06,434.8107,408.9737,436.9079
Australia,-0.47,479.7554,480.2666,525.6807
Australia,0.49,599.4002,580.0286,664.6214
Australia,0.24,435.2781,553.797,471.0369
Australia,-0.51,571.9037,523.6519,577.9
Australia,-0.53,454.4399,472.539,522.1373
Australia,0.51,610.8506,658.6459,646.9041
Australia,0.65,403.0301,465.3902,408.3737
Australia,1.1,585.2236,612.8142,617.997
Australia,0,496.3468,564.0436,482.5065
Australia,-1.93,387.2955,417.7149,395.7852
Australia,0.8,599.7118,617.3993,617.997
Austria,1.21,605.7096,561.2631,568.6684
Austria,1.56,380.7525,322.3637,316.2439
Austria,-0.89,529.2179,529.7294,496.9601
Austria,-1.23,352.3991,397.0796,364.5468
Austria,1.1,690.3801,676.359,698.191
Austria,1.37,618.64,610.1818,605.5949
Austria,1.4,596.8297,551.72,546.009
Austria,-0.33,582.9646,619.5658,575.0093
Austria,-0.48,543.083,506.7308,467.5867
Austria,1.15,489.4921,446.4062,449.1235
Austria,-0.25,614.0442,542.0966,626.1097
Austria,-0.3,558.9734,533.0655,559.3435
Austria,0.84,422.5814,387.5618,416.5796
Austria,0.66,514.7297,478.743,477.5643
Austria,1.23,507.3298,412.1815,536.5908
Austria,-0.8,482.3259,488.3663,486.3297
Austria,0.54,565.4385,618.851,600.2797
Austria,-1.15,371.0157,369.517,351.5852
Austria,-0.38,531.6327,446.1038,541.533
Austria,-0.9,425.4635,436.2391,397.7434
Austria,0.42,498.6057,585.8077,529.4107
Austria,-0.31,532.2558,564.123,497.4263
Austria,-1.2,412.5331,347.9457,491.2719
Austria,0.33,384.2577,362.7015,393.2674
Austria,0.95,363.3043,335.0344,420.2163
Austria,0.23,473.8355,452.9196,487.7285
Austria,-0.44,701.9863,676.8234,734.3715
Austria,-0.16,637.4903,599.6763,634.6885
Austria,0.83,488.3237,471.1093,519.1533
Austria,-0.76,637.8797,497.1075,533.1406
Austria,-0.15,317.8922,313.7828,319.6009
Austria,0.66,544.0178,487.3238,510.9474
Austria,0.86,538.3315,496.6263,563.9127
Austria,1.26,584.6783,578.104,581.7232
Austria,1.68,546.744,578.104,571.3726
Austria,1.47,548.6914,590.8549,593.6591
Austria,-0.03,441.5096,363.2629,438.3999
Austria,0.09,544.9525,489.088,505.2592
Austria,0.7,389.7881,415.3487,400.9138
Austria,1.03,575.8763,534.0772,546.8482
Austria,-2.19,462.3851,450.4572,409.213
Austria,0.66,369.6915,314.264,407.348
Austria,-1.76,373.5862,390.4488,336.4789
Belgium,0.7,670.5951,673.5354,645.0392
Belgium,1.22,531.8663,565.353,553.0959
Belgium,1.82,579.6931,574.3696,555.2406
Belgium,2.51,603.5286,647.1514,622.1
Belgium,0.47,404.8995,357.6024,426.2775
Belgium,0.59,700.5063,653.567,660.6117
Belgium,-0.21,438.3938,408.1718,359.1384
Belgium,0.96,691.938,673.1818,625.4569
Belgium,-0.88,408.4047,466.4228,460.6863
Belgium,0.36,493.9321,454.1232,571.3726
Belgium,-0.85,494.01,585.5694,535.0056
Belgium,0.78,596.3624,486.9955,578.9258
Belgium,0.68,353.1781,350.2713,403.4316
Belgium,1.63,642.1639,633.784,575.2891
Belgium,1.16,606.9559,603.0444,631.9843
Belgium,0.99,683.3697,657.5767,641.0295
Belgium,0.06,362.2916,341.1601,349.4405
Belgium,0.52,476.5618,460.0684,443.9948
Belgium,0.6,715.2282,720.0482,690.4513
Belgium,-0.07,444.158,362.3682,343.6591
Belgium,1.62,611.0064,615.5149,613.5211
Belgium,NA,427.0213,487.8692,434.1104
Belgium,-0.59,415.4152,502.8013,396.7176
Belgium,1.54,675.814,629.9713,618.0903
Belgium,0.81,330.511,315.9481,322.6781
Belgium,-0.77,614.7453,603.7662,598.135
Belgium,-1.51,463.0083,486.1217,476.1656
Belgium,1.25,530.3864,502.7211,535.9381
Belgium,1.14,499.5404,488.3663,511.9731
Belgium,0.11,432.396,446.8034,437.0944
Belgium,0.5,559.4407,610.193,612.4021
Belgium,-1.53,277.6211,368.4844,229.3361
Belgium,0.13,483.3385,526.2344,520.0858
Belgium,0.71,534.5926,520.4441,602.7975
Belgium,-0.21,642.0081,592.539,595.3376
Belgium,-0.96,575.8763,617.4795,601.865
Belgium,0.48,543.1609,462.7041,479.3361
Belgium,1.07,683.2918,587.9523,601.9582
Belgium,1.88,645.1239,673.7378,577.9
Belgium,-0.55,460.0483,475.0808,415.7404
Belgium,0.56,558.8176,598.1195,515.3301
Belgium,-0.23,354.8138,349.1032,353.1705
Belgium,0.32,504.9151,557.7685,528.4782
Belgium,0.5,503.5909,596.8695,613.3346
Belgium,-0.83,388.1524,380.0813,383.0101
Belgium,0.54,623.8589,614.1915,642.2417
Belgium,1.22,510.3677,527.5847,469.5449
Belgium,1.23,619.1852,645.8575,569.5076
Belgium,0.61,416.1941,457.6854,452.2939
Belgium,0.79,488.6353,506.2497,515.4233
Belgium,-1.92,359.799,425.8336,367.1578
Belgium,-0.02,463.6314,483.8977,478.1238
Belgium,0.36,580.9394,602.2425,615.5725
Belgium,-0.09,437.6149,497.4009,458.9146
Belgium,-0.37,654.549,651.9631,677.0235
Belgium,1.03,465.2672,481.1488,469.4517
Belgium,-1.29,391.5797,407.3698,365.2928
Belgium,-0.42,327.7068,313.5423,330.7907
Belgium,-0.67,551.4177,494.1443,462.2715
Belgium,-1.11,487.8564,508.5213,420.0298
Belgium,1.13,307.9218,478.3375,404.737
Belgium,-0.96,506.473,530.8694,512.6259
Belgium,0.89,568.7101,576.8208,601.2122
Belgium,-0.38,545.4198,555.7297,554.4013
Belgium,-0.64,431.8508,454.5242,466.8407
Belgium,-0.75,342.8182,260.0525,194.6475
Belgium,1,525.2454,583.4247,533.1406
Belgium,1.09,560.7649,526.7795,478.1238
Belgium,-0.89,525.9464,493.8997,493.6964
Belgium,0.82,498.9173,555.1683,463.204
Belgium,-1.21,365.5632,458.133,450.1492
Belgium,0.28,641.3071,677.9476,631.9843
Belgium,-1.42,415.4152,377.4601,443.9015
Belgium,0,521.4286,438.4853,444.461
Belgium,1.29,449.8442,418.0357,398.8624
Belgium,0.51,364.0053,344.2568,442.6893
Belgium,-0.03,488.4795,543.9411,496.7736
Belgium,-1.38,628.922,626.7146,673.853
Belgium,0.42,404.5879,306.0842,382.2641
Belgium,0.92,500.2415,545.0595,471.5964
Belgium,-0.76,455.0631,423.5301,445.3003
Belgium,-1.03,370.2368,352.0422,339.8359
Belgium,1.38,610.1496,603.8385,609.3249
Belgium,1.5,512.2371,369.5982,467.0272
Belgium,-0.85,440.0296,431.348,492.1112
Belgium,1.22,629.623,551.9605,631.9843
Belgium,0.21,369.5358,434.3954,412.1037
Bulgaria,-0.96,408.7942,332.7889,449.2167
Bulgaria,-0.71,442.6001,440.2106,445.4868
Bulgaria,-1.03,366.4979,305.5228,332.376
Bulgaria,1.54,597.6866,656.053,604.2894
Bulgaria,-0.02,449.7663,482.7856,501.063
Bulgaria,-0.21,346.1676,339.2045,309.6233
Bulgaria,-0.74,307.1429,271.1194,377.6949
Bulgaria,0.89,224.5755,130.779,302.1634
Bulgaria,-0.54,518.936,576.1965,544.144
Bulgaria,1.29,532.4895,661.1877,666.1134
Bulgaria,-1.25,405.2111,391.7577,476.2589
Bulgaria,1.33,594.4929,589.5409,642.2417
Bulgaria,-0.6,417.6741,538.8639,472.3424
Bulgaria,-0.36,511.1466,548.2368,495.8411
Bulgaria,0.14,386.5166,371.4427,429.6345
Bulgaria,-0.78,357.618,351.1684,394.1999
Bulgaria,0.59,411.7542,457.2508,449.7762
Bulgaria,1.19,500.2415,493.178,489.3137
Bulgaria,0.57,491.8289,525.7369,489.8732
Bulgaria,NA,452.6484,343.2253,432.4319
Bulgaria,-1.06,351.6981,311.9384,365.2928
Bulgaria,0.79,571.2027,681.6809,622.5662
Bulgaria,-1.54,466.2019,546.6482,503.0213
Bulgaria,0.48,552.1187,574.014,515.4233
Bulgaria,-1.44,489.8037,510.6604,520.0858
Bulgaria,NA,419.6993,404.1621,416.5796
Bulgaria,1.3,734.9353,773.0266,720.2909
Bulgaria,0.79,624.0925,521.4064,598.2283
Bulgaria,-1.8,474.225,447.2005,537.8031
Bulgaria,1.27,637.6461,569.0477,664.2484
Bulgaria,-0.52,453.1936,421.6445,436.1619
Bulgaria,-0.9,343.675,273.445,280.4364
Bulgaria,-0.76,387.4513,310.0137,311.768
Bulgaria,-1,560.4533,477.1391,535.0056
Bulgaria,0.44,416.973,454.5876,469.0787
Bulgaria,NA,399.8364,477.2193,500.7833
Bulgaria,0.31,319.9953,400.3362,398.8624
Bulgaria,-0.55,392.1249,220.1959,401.2868
Bulgaria,-0.83,259.7835,300.7111,234.4648
Bulgaria,-1.83,411.4426,408.5971,460.2201
Bulgaria,1.08,482.5596,540.2937,479.7091
Bulgaria,0.31,509.9003,557.1331,558.8773
Bulgaria,-0.62,314.9322,406.0553,398.7691
Bulgaria,-1.79,320.4627,400.4951,269.5263
Bulgaria,-0.47,615.7579,672.1492,644.1067
Bulgaria,-1.49,243.971,243.1315,265.5166
Bulgaria,-1.82,520.1823,537.7519,464.1365
Bulgaria,-1.12,561.6996,425.7344,530.3432
Bulgaria,-1.05,426.9434,482.2296,418.4446
Bulgaria,-1.27,373.3525,460.8627,401.5666
Bulgaria,-1.21,441.2759,493.4294,438.0269
Bulgaria,0.42,442.0548,466.7138,394.8527
Brazil,-1.59,304.806,284.5258,313.9127
Brazil,-1.1,488.869,418.7575,425.5315
Brazil,-2.85,258.6929,398.0327,266.4491
Brazil,-2.64,420.4783,474.2071,464.1365
Brazil,-2.41,312.5954,298.0291,257.031
Brazil,1.12,402.0953,465.7874,444.3678
Brazil,1.01,622.6126,595.9748,636.9265
Brazil,0.33,647.7722,562.3056,612.0291
Brazil,-0.94,495.2563,474.7332,476.2589
Brazil,-2.89,519.0139,527.5847,503.2078
Brazil,-2.42,410.6637,371.4427,396.8109
Brazil,-2.5,339.0793,311.1364,310.1828
Brazil,-1.76,286.1894,336.156,298.4334
Brazil,-1.64,362.4474,381.4317,331.63
Brazil,0.14,200.3505,206.8423,268.1276
Brazil,-1.08,364.7063,263.8217,362.4953
Brazil,-0.2,351.4644,434.8093,373.6852
