country,escs,math,reading,science
Chile,1.54,525.9464,526.9493,516.1693
Chile,1.42,501.0204,466.0722,479.8023
Colombia,-1.28,359.7211,418.6054,438.9593
Colombia,0.44,395.8638,435.4379,474.3939
Colombia,-2.54,385.7377,406.8496,324.2633
Colombia,-1.6,423.9056,452.2841,462.085
Colombia,-2.23,299.4314,340.9218,414.9944
Colombia,-1.51,406.769,447.3594,444.5543
Colombia,-2.17,312.7512,277.4547,301.6039
Colombia,0.04,429.0466,441.8535,478.1238
Colombia,0.49,435.8233,478.743,470.3842
Colombia,-3.74,411.91,511.5397,513.5584
Colombia,0.07,319.6838,375.7732,377.0421
Colombia,0.32,481.2354,559.9926,573.2376
Colombia,-2.33,349.3613,393.3463,335.1734
Colombia,-2.05,281.8274,283.7315,291.6263
Colombia,-1.78,388.0745,395.3407,364.3603
Colombia,-0.73,399.2133,433.834,398.8624
Colombia,-1.3,335.9635,357.6492,377.3219
Colombia,0.07,520.6496,514.8305,498.9183
Colombia,0.1,435.0444,392.9348,453.8791
Colombia,-0.03,348.0371,408.8133,335.4532
Colombia,-0.94,294.2904,326.213,344.7781
Colombia,0.42,484.6627,507.0915,490.9922
Colombia,-2.11,325.7595,384.7678,350.373
Colombia,-2.67,354.5802,461.657,410.9847
Colombia,-0.67,487.8564,412.2617,481.201
Colombia,-0.31,537.8642,510.8208,564.5655
Colombia,-0.21,339.7803,355.4038,329.8583
Colombia,-0.96,251.6825,286.035,216.0947
Colombia,-1.03,358.9422,442.4347,327.0608
Colombia,-1.02,462.1514,386.5995,511.0407
Colombia,0.89,519.0139,595.9748,566.9899
Colombia,-0.8,314.9322,352.0422,358.6721
Colombia,-0.87,412.2215,407.8028,376.2962
Colombia,-2.27,322.0985,286.9088,344.4983
Colombia,0.35,410.3521,490.8876,422.1746
Colombia,-2.13,242.3353,274.9147,285.0988
Colombia,-0.87,434.1876,494.2237,428.9817
Colombia,-3.18,255.6551,211.6952,244.0694
Colombia,-0.69,461.2946,487.7247,433.1779
Colombia,0.56,603.7623,517.9581,603.0772
Colombia,-0.77,383.5566,381.1139,353.73
Colombia,-2.72,328.4079,405.9263,307.1056
Colombia,-2.84,305.4292,401.21,330.7907
Colombia,-2.46,344.6098,421.9415,407.5345
Colombia,-1.38,491.9068,469.9216,537.5233
Colombia,0.87,403.0301,372.8862,390.7497
Colombia,-2.17,282.3726,333.5909,292.5587
Colombia,-0.41,313.7638,374.4901,390.47
Colombia,-1.87,381.3756,488.8224,433.9239
Colombia,-1.91,287.0463,384.6089,344.4983
Colombia,-1.93,342.2729,404.9432,341.6076
Colombia,-1.3,363.3821,410.8211,368.743
Colombia,-1.37,430.3708,482.7527,498.3588
Colombia,-4.22,295.4588,379.843,394.1067
Colombia,1.09,483.1827,528.5437,552.0701
Colombia,-3.15,370.3147,440.6872,399.4219
Colombia,-0.49,374.9883,447.3594,443.9015
Colombia,-0.67,547.7567,485.9605,600.2797
Colombia,-1.21,324.1237,436.9539,354.1029
Colombia,-2.95,371.7168,445.9296,417.5121
Colombia,-2.07,364.0832,367.2726,412.1969
Colombia,-2.22,376.6241,354.4415,368.743
Colombia,-0.61,282.139,302.9538,308.411
Colombia,-2.21,309.3239,317.8074,308.411
Colombia,-0.21,340.2477,357.4889,382.0776
Colombia,-1.31,501.8772,540.5729,533.4204
Colombia,-1.07,347.7255,400.1523,431.7792
Colombia,-0.81,303.9492,287.2385,283.9799
Colombia,-1.72,460.2041,534.8791,460.4066
Colombia,-1.51,289.9283,329.0072,279.5039
Colombia,0,305.0397,221.479,336.9452
Colombia,-0.06,384.1019,436.1596,389.5375
Colombia,-1.99,297.9514,357.6024,400.7273
Colombia,-2,421.7246,507.727,419.6568
Colombia,-0.51,452.8042,498.9896,451.9209
Colombia,0.91,431.0718,385.7173,478.4036
Colombia,-0.75,254.5646,379.1414,357.8329
Colombia,NA,312.7512,322.3637,457.3294
Colombia,0.55,497.2036,492.4562,529.6904
Colombia,-3.02,426.1645,483.0239,429.6345
Colombia,-2.53,398.5122,429.1827,420.8691
Colombia,-1.35,486.2985,433.9356,468.1462
Colombia,0.34,398.2785,420.4323,460.6863
Colombia,-1.25,247.3205,272.6431,175.9978
Colombia,-1.44,369.0684,479.7673,341.9806
Colombia,0.91,519.0918,512.9058,457.2361
Colombia,1.03,511.3024,512.9058,386.367
Colombia,-0.98,367.8221,391.1222,383.9426
Colombia,-0.9,360.9674,331.987,346.9228
Colombia,-1.34,271.7012,355.2434,306.5461
Colombia,-1.21,292.4988,364.7511,369.6755
Colombia,0.74,291.642,347.2763,373.9649
Colombia,-2.66,284.7095,336.9503,282.3014
Colombia,-1.03,459.0357,440.2496,438.8661
Colombia,-0.89,568.0869,530.0674,617.9038
Colombia,-0.45,460.0483,534.0981,423.6665
Costa Rica,-0.99,352.1654,352.7574,417.5121
Costa Rica,-0.98,335.0288,438.5426,414.7147
Costa Rica,-1.58,466.9808,472.3274,477.8441
Costa Rica,-1.37,381.843,361.7328,413.5957
Costa Rica,0.43,358.3969,425.8336,386.74
Costa Rica,-1.78,455.0631,436.2399,452.0142
Costa Rica,-2.73,339.1572,275.0489,350.6527
Costa Rica,-0.46,425.775,471.6858,444.1813
Costa Rica,-1.94,427.0992,406.6481,420.5893
Costa Rica,-0.77,385.8934,384.9154,359.0451
Costa Rica,-0.63,344.6098,450.5366,369.3025
Costa Rica,-1.09,411.7542,484.0565,405.9493
Costa Rica,1.21,479.9891,488.6635,452.0142
Costa Rica,-2.52,349.2834,415.587,385.1548
Costa Rica,-1.89,274.8169,324.2413,401.6598
Costa Rica,-1.52,325.9153,398.9065,402.8721
Costa Rica,-2.07,357.1506,421.9415,462.2715
Costa Rica,-1.77,369.0684,410.8211,376.4827
Costa Rica,-0.88,302.625,288.682,390.1902
Costa Rica,0.93,333.4709,413.1246,456.6766
Costa Rica,-2.54,388.0745,440.2106,370.8877
Costa Rica,-2.13,307.3765,306.4851,377.0421
Costa Rica,-2.16,417.6741,393.3463,383.0101
Costa Rica,-2.37,385.8934,458.4797,346.9228
Costa Rica,-0.81,472.9787,516.5948,479.9888
Costa Rica,-1.23,381.9209,446.5651,434.2037
Costa Rica,-3.05,438.7054,392.2933,435.9754
Costa Rica,-2.59,370.1589,319.1559,375.5502
Costa Rica,-0.13,421.5688,483.2622,468.6125
Costa Rica,-2.06,446.4948,539.6582,492.1112
Costa Rica,-1.07,394.4618,319.9578,387.9523
Costa Rica,-1.39,432.9413,498.9896,414.7147
Costa Rica,-0.36,452.7263,473.7305,465.069
Costa Rica,-1.12,381.7651,444.897,424.0395
Costa Rica,1.76,499.151,558.404,591.8874
Costa Rica,0.56,489.3363,545.2184,549.9254
Costa Rica,-1.43,300.9114,283.1485,263.9314
Costa Rica,-2.33,429.5139,504.232,464.696
Costa Rica,0.04,379.5062,411.54,397.7434
Costa Rica,0.85,422.8151,433.0321,396.9974
Costa Rica,-0.84,377.3251,478.8141,329.4853
Costa Rica,0.26,360.8895,387.0713,399.1421
Costa Rica,-2.22,396.7986,397.7945,451.6412
Costa Rica,0.56,444.158,453.7139,448.2842
Costa Rica,-1.96,346.0897,309.5325,340.0224
Costa Rica,-0.97,372.7294,377.6979,385.8075
Costa Rica,-1.16,329.8099,356.5265,279.1309
Costa Rica,-1.8,324.2795,495.8123,394.1067
Costa Rica,-1.27,460.7493,541.088,438.6796
Costa Rica,-2.66,396.0196,518.053,434.5767
Costa Rica,-0.71,494.0879,445.0559,458.8213
Costa Rica,0.06,515.8202,472.3274,507.9634
Costa Rica,-1.24,432.6297,496.2889,518.7803
Costa Rica,1.14,544.0957,561.3433,529.4107
Costa Rica,0.4,435.5118,423.3285,433.3644
Costa Rica,-1.78,374.7546,327.8971,383.0101
Costa Rica,-0.54,371.0157,436.3185,455.0914
Czech Republic,-0.11,424.7624,388.9251,455.4644
Czech Republic,-1.1,497.8268,538.9434,577.9
Czech Republic,-0.61,557.8828,517.2363,605.6882
Czech Republic,0.01,392.7481,389.6469,471.3167
Czech Republic,-0.07,494.1658,625.8409,536.1246
Czech Republic,0.84,547.0556,530.0674,538.4558
Czech Republic,1.08,700.5063,670.7988,725.2331
Czech Republic,0.42,480.1449,493.8195,541.4398
Czech Republic,1.47,633.5177,571.2072,618.9295
Czech Republic,-0.75,477.7302,577.6263,480.2686
Czech Republic,-0.11,485.208,534.6541,482.7863
Czech Republic,1.26,682.5907,652.2914,669.5636
Czech Republic,-0.74,367.9,458.4797,445.7665
Czech Republic,-0.73,614.7453,664.9209,652.2193
Czech Republic,0.39,373.041,414.7133,416.5796
Czech Republic,-0.31,507.5635,533.8598,489.4069
Czech Republic,-0.5,558.8955,530.308,591.8874
Czech Republic,-0.36,530.1527,507.5328,473.5546
Czech Republic,0.12,495.6457,487.5644,458.8213
Czech Republic,-0.48,492.4521,401.7562,483.5323
Czech Republic,-0.45,449.0653,437.2824,497.7061
Czech Republic,0.57,591.1435,463.4258,566.7102
Czech Republic,0.29,621.9115,612.417,637.486
Czech Republic,-0.11,438.6275,434.8887,460.4066
Czech Republic,0.16,333.5488,394.9349,322.2119
Czech Republic,-0.89,379.6619,326.1328,318.8549
Czech Republic,0.23,584.8341,528.4636,568.0157
Czech Republic,-0.89,252.9288,295.0975,240.3394
Czech Republic,-1.17,410.7415,401.9968,487.4487
Czech Republic,-0.92,433.1749,415.031,443.6218
Czech Republic,-2.16,480.6901,430.0649,489.3137
Czech Republic,0.83,601.6591,585.3311,547.3144
Czech Republic,1.03,507.4077,541.856,499.7576
Czech Republic,-0.3,594.5708,579.788,557.1056
Czech Republic,-0.75,404.7437,361.5788,481.0145
Czech Republic,-0.75,654.4711,582.1939,617.8105
Czech Republic,1.27,495.8794,555.3061,555.6136
Czech Republic,0.35,429.3582,450.6749,467.68
Czech Republic,0.66,655.3279,590.4539,660.8915
Czech Republic,0.11,558.0386,500.1549,523.0698
Czech Republic,-1.14,332.692,371.3439,419.3771
Czech Republic,-0.24,494.3215,521.1508,564.006
Czech Republic,0.77,530.7758,509.0565,554.4946
Czech Republic,1.36,553.9103,539.9314,492.1112
Czech Republic,0.27,575.8763,543.1391,534.0731
Czech Republic,-0.47,644.4228,674.5321,650.9138
Czech Republic,1.09,785.021,664.7942,743.3234
Czech Republic,1.03,572.8384,521.0055,558.5043
Germany,NA,525.2454,450.9155,497.7061
Germany,-0.23,399.9143,397.9533,371.727
Germany,1.47,606.3328,629.8919,622.5662
Germany,NA,533.9695,533.3832,509.8284
Germany,NA,331.7573,374.2034,367.1578
Germany,0.93,520.2602,493.8997,537.8031
Germany,-0.94,360.1106,327.9773,337.0384
Germany,NA,367.7442,310.5751,337.3182
Germany,NA,544.6409,474.7332,545.263
Germany,NA,693.5738,670.2474,707.4226
Germany,1.34,719.4345,751.5007,746.7736
Germany,1.44,436.5244,451.3164,494.8154
Germany,1.71,611.7074,571.7686,583.2152
Germany,-0.3,573.5395,539.1294,612.4021
Germany,0.77,365.0179,397.6663,388.6982
Germany,-2.22,486.5322,440.1694,471.6897
Germany,-0.44,619.4968,634.0223,611.1899
Germany,-0.9,652.0564,611.2256,641.3092
Germany,NA,624.2483,633.0691,678.5155
Germany,-0.29,519.7928,600.6613,619.2093
Germany,0,591.4551,539.6908,540.8803
Germany,1.28,667.012,673.7378,674.226
Germany,0.02,567.7754,651.4177,606.8072
Germany,NA,479.2102,510.8248,494.6289
Germany,-0.69,561.8554,625.2849,625.1772
Germany,0.85,515.1192,563.3287,565.4979
Germany,0.04,477.1849,425.8336,453.9724
Germany,NA,448.9874,556.7359,531.4621
Germany,-0.85,495.1005,544.4223,536.9638
Germany,1.1,498.372,485.9605,531.6486
Germany,0.26,583.5878,528.3834,550.5781
Germany,-0.31,610.0717,522.8499,566.7102
Germany,-2.53,379.9735,402.0837,386.1805
Germany,1.38,496.0352,572.0661,552.1634
Germany,1.45,588.9625,537.5255,628.2544
Germany,0.86,529.2958,518.2788,492.1112
Germany,1.18,543.0051,510.2594,580.6975
Germany,-1.33,451.3242,485.248,420.4961
Germany,1.24,559.5186,584.7751,614.5468
Germany,0.03,646.1365,595.2656,612.4021
Germany,2.06,585.2236,535.6811,537.1503
Germany,1.08,361.9022,371.8205,384.0358
Germany,NA,495.6457,449.071,460.1268
Germany,0.75,535.3716,538.149,525.6807
Germany,-0.13,483.4164,485.0783,575.1958
Germany,NA,486.2985,484.692,472.2492
Germany,0.12,462.8525,494.2237,509.8284
Germany,-0.17,345.9339,439.6546,388.605
Germany,1.34,573.3837,535.9216,553.6554
Germany,-0.14,516.0539,479.7855,510.7609
Germany,0.07,257.7582,351.1684,357.8329
Germany,-2.06,320.3848,392.552,379.0004
Germany,1.36,604.7749,587.714,600.4662
Germany,NA,498.6057,460.5388,498.6386
Germany,0.36,553.365,589.3026,565.0317
Germany,-0.04,621.2884,627.0226,619.9552
Germany,0.48,571.9037,564.9173,589.8359
Germany,-1.09,448.0527,423.4087,418.4446
Germany,0.61,414.7141,435.2859,421.1488
Denmark,0.95,443.4569,318.3539,407.5345
Denmark,0.36,458.9578,468.0115,445.3003
Denmark,1.14,481.0017,515.9084,465.069
Denmark,-1.32,478.4312,533.1449,466.0015
Denmark,0.73,493.3868,550.4609,488.288
Denmark,1.26,554.2997,522.7394,475.4196
Denmark,0.28,422.8151,488.3663,418.8176
Denmark,-0.41,499.5404,507.0516,510.7609
Denmark,0.57,475.0039,387.3212,467.307
Denmark,0.41,567.1522,584.219,535.9381
Denmark,1.13,573.6174,517.7977,547.3144
Denmark,-0.84,430.1371,436.2391,355.0354
Denmark,-1.15,454.4399,412.7429,431.6859
Denmark,-0.56,501.7215,476.5777,501.436
Denmark,1.55,571.9816,512.4246,590.6751
Denmark,-0.16,411.5205,383.8146,395.7852
Denmark,1.17,518.157,497.4009,480.9213
Denmark,-0.78,445.7158,498.1952,439.8918
Denmark,-0.79,470.6418,438.6457,439.8918
Denmark,-0.95,434.8107,354.4415,341.9806
Denmark,1.43,413.312,382.9409,428.7952
Denmark,-0.37,387.3734,425.0126,406.0425
Denmark,0.25,508.7319,536.5604,450.1492
Denmark,-2.29,361.0453,372.9325,335.4532
Denmark,0.09,538.1757,583.7176,608.6721
Denmark,0.79,498.0604,526.6191,515.6098
Denmark,-0.01,528.9843,511.1425,432.4319
Denmark,-1.21,406.0679,425.357,351.3055
Denmark,0.14,446.4948,339.1243,372.473
Denmark,0.5,500.3194,595.1011,546.4752
Denmark,1.15,592.1561,561.7401,588.9034
Denmark,-0.06,473.9913,504.788,521.0183
Denmark,-0.69,565.0491,638.5498,593.9388
Denmark,1.44,547.0556,513.4672,489.3137
Denmark,1.01,458.1788,491.5741,474.3939
Denmark,1,558.7397,639.5825,614.5468
Denmark,1.61,575.331,525.9775,583.5882
Denmark,0.17,559.5965,560.7869,549.8322
Denmark,1.54,614.9011,640.5755,647.7434
Denmark,-0.57,391.346,379.6047,329.1123
Denmark,0.91,655.4058,610.8233,630.3059
Denmark,1.57,617.16,562.5344,600
Denmark,-0.56,504.1362,458.6943,440.8243
Denmark,1.52,592.4677,601.3761,542.5587
Denmark,NA,384.3356,390.2884,391.589
Denmark,1.28,525.1675,552.2083,503.301
Denmark,0.64,506.1614,537.9108,542.8385
Denmark,1.72,442.7559,433.5934,486.7027
Denmark,1.09,585.4572,505.9289,612.4953
Denmark,0.93,546.9777,607.81,557.1988
Denmark,0.92,401.3164,445.0613,421.0556
Denmark,-0.55,469.0061,459.5123,527.5457
Denmark,-0.48,499.4625,483.4744,462.9243
Denmark,0.68,559.7523,511.5425,585.4532
Denmark,1.14,504.4477,452.0458,551.8836
Denmark,0.3,446.5727,464.0399,425.2518
Denmark,1.06,564.1143,578.9059,597.2025
Denmark,-0.43,476.7955,517.497,450.1492
Denmark,-0.82,287.6694,350.6919,297.2212
Denmark,-0.09,575.7205,545.545,593.7523
Denmark,1.25,428.034,434.8887,439.8918
Denmark,-0.23,564.6596,510.7406,544.3305
Denmark,0.97,464.1767,468.7263,407.2548
Denmark,0.73,658.2879,679.5363,662.7564
Denmark,1.37,397.4996,516.7027,438.9593
Denmark,0.99,459.9704,496.6263,512.6259
Denmark,-0.62,578.0573,509.4575,558.3178
Denmark,0.78,575.0974,615.7531,606.5274
Denmark,0.28,458.101,525.4401,466.934
Denmark,1.44,518.6244,599.0726,582.003
Denmark,-0.68,299.4314,315.2656,316.9899
Denmark,-0.27,617.2379,569.9241,606.0612
Denmark,1.79,558.9734,521.1658,556.5461
Denmark,1.12,493.9321,499.2279,493.9761
Denmark,0.01,450.7789,416.9932,374.6177
Denmark,1.13,418.453,424.9324,441.4771
Denmark,-0.75,447.04,410.4974,357.8329
Denmark,0.12,521.3507,534.7335,493.6964
Denmark,0.6,455.842,505.344,458.5416
Denmark,0.02,511.4582,497.9094,557.4786
Spain,1.03,544.9525,555.3061,581.7232
Spain,-0.47,424.7624,486.2806,458.8213
Spain,-0.42,380.363,407.6439,402.8721
Spain,-0.58,520.4938,519.6422,535.7516
Spain,0.19,592.234,523.6519,612.6818
Spain,-1.29,388.2303,355.885,371.727
Spain,0.86,534.0474,440.9713,458.6348
Spain,0.74,431.6171,498.4335,448.2842
Spain,1.5,542.382,496.6263,531.2756
Spain,0.04,435.6675,547.4425,448.0045
Spain,1.19,531.399,646.6518,546.8482
Spain,-0.36,631.103,620.519,710.1268
Spain,-2.06,380.2851,468.0115,347.389
Spain,1.26,593.0129,612.0199,596.5498
Spain,-0.84,449.9221,412.9033,432.5252
Spain,-0.44,460.8272,444.9811,445.58
Spain,-1.07,441.0422,432.2675,388.605
Spain,-1.31,639.6713,538.0067,607.4599
Spain,-1.36,582.9646,558.7771,533.9799
Spain,2.01,432.4739,471.1887,467.68
Spain,-0.39,603.1391,640.9764,605.8747
Spain,1.16,414.5583,410.5776,444.3678
Spain,-0.6,600.7244,630.0507,605.8747
Spain,-1.02,561.8554,536.7236,597.4823
Spain,-1.08,360.8895,340.8084,371.5405
Spain,-1.4,366.3421,369.517,442.4095
Spain,-1.53,400.0701,475.8751,423.2003
Spain,0.09,473.2902,409.1531,484.7445
Spain,-1.21,491.7511,434.8766,504.2335
Spain,1.66,577.9015,616.5973,610.5371
Spain,-0.71,386.5945,406.8496,462.9243
Spain,0.3,580.6278,480.4821,551.9769
Spain,-0.27,534.5926,570.9666,602.4245
Spain,-0.92,478.1196,449.071,457.9821
Spain,1.06,581.3289,485.3991,578.8325
Spain,NA,426.3203,448.1537,389.2577
Spain,-0.25,546.1988,580.8035,601.9582
Spain,1.31,519.7149,522.048,601.2122
Spain,0.03,589.8972,590.3352,562.3275
Spain,0.97,438.8612,410.337,425.1585
Spain,-0.18,340.5593,303.0368,378.0679
Spain,-1.17,387.8408,353.5593,430.567
Spain,1.71,583.8215,632.672,621.727
Spain,-0.61,532.2558,510.3482,538.7355
Spain,0.06,565.7501,572.8604,502.6483
Spain,1.33,587.4825,583.9807,577.7135
Spain,-1.23,462.2293,529.7294,467.1205
Spain,1.26,439.5622,411.6201,502.3685
Spain,-1.76,502.2667,467.5157,508.3364
Spain,0.78,479.2881,522.048,536.5908
Spain,-0.41,597.7644,558.7771,593.6591
Spain,-0.14,605.398,574.0942,650.3543
Spain,1.44,535.2937,575.1639,551.5106
Spain,-1.03,470.3303,509.2169,524.1887
Spain,-0.4,429.3582,473.1293,441.7568
Spain,0.99,594.4929,574.8962,587.8777
Spain,-2.04,302.5471,350.2153,361.7493
Spain,1.21,547.0556,496.3857,597.762
Spain,0.75,427.8782,527.823,502.3685
Spain,1.32,447.3516,467.5157,497.0533
Spain,-1.28,465.8903,438.0843,469.7314
Spain,0.2,438.8612,539.3405,460.3133
Spain,0.63,619.1852,635.0421,711.2458
Spain,-1.06,554.0661,546.9083,585.0802
Spain,-1.83,346.8687,349.8975,376.4827
Spain,1.3,511.614,481.1488,540.041
Spain,-1.45,475.2376,491.0127,460.4066
Spain,0.25,431.7729,353.6395,438.3066
Spain,-1.12,441.3538,484.2764,439.0526
Spain,-0.87,503.2793,466.9544,482.7863
Spain,1.25,551.7292,556.9742,484.931
Spain,-0.55,273.8043,453.9522,360.6304
Spain,1.19,603.2949,590.4539,564.8452
Spain,0.99,503.513,517.0759,448.191
Spain,-0.05,476.7955,475.7758,488.3812
Spain,-0.85,492.4521,501.1974,562.0477
Spain,-0.53,685.0833,657.0153,730.828
Spain,-1.07,533.7358,553.0026,518.9668
Spain,0.04,406.9248,433.6178,334.7072
Spain,-0.6,496.1131,483.8182,512.6259
Spain,-0.56,506.0056,492.2958,536.0313
Spain,-1.12,442.0548,480.1644,440.8243
Spain,0.89,622.5347,596.6289,649.7016
Spain,NA,351.5423,408.4124,444.5543
Spain,-1.28,317.9701,257.3259,309.0638
Spain,-0.82,357.7738,469.6001,487.169
Spain,0.87,297.9514,303.8276,273.909
Spain,1.06,477.8081,553.5587,519.3398
Spain,-0.27,263.4445,286.9088,269.0601
Spain,1.1,591.4551,530.0674,655.9493
Spain,-0.25,527.5822,611.2256,509.8284
Spain,-0.51,494.4773,527.5847,430.0075
Spain,1.86,343.0519,399.9919,410.8915
Spain,-1.38,315.3996,349.5798,396.9974
Spain,-0.72,550.8724,558.9375,564.8452
Spain,-2.17,346.8687,375.3155,380.2126
Spain,-0.11,375.7673,405.5254,464.323
Spain,1.32,657.7426,661.5848,677.8627
Spain,-0.26,536.0726,506.0091,505.166
Spain,-1.88,442.8338,616.7858,461.3391
Spain,-2.14,487.1553,424.8522,520.925
Spain,1.43,408.3268,336.7185,407.9075
Spain,-1.97,456.6989,449.8729,412.1969
Spain,1.04,644.4228,621.3133,633.5696
Spain,1.07,430.6823,433.7538,438.9593
Spain,-1.45,360.7338,367.3724,384.875
Spain,-1.22,375.7673,339.1744,453.7859
Spain,-0.71,458.2567,408.6765,517.2883
Spain,-0.02,479.3659,544.8213,535.1921
Spain,0.77,529.1401,428.461,547.1279
Spain,1.04,445.9495,392.3735,418.4446
Spain,-0.38,499.5404,485.4863,484.931
Spain,-1.17,514.3402,493.9799,464.4163
Spain,-1.78,380.363,343.2142,396.3446
Spain,0.94,564.1922,545.0595,598.6945
Spain,-2.5,325.2921,265.383,319.6941
Spain,1.46,546.3546,484.116,528.6647
Spain,0.89,535.2937,442.5141,505.8187
Spain,-0.93,389.0092,420.194,527.4524
Spain,0.2,514.4181,489.0079,579.6718
Spain,1.56,585.0678,619.1687,541.533
Spain,-1.97,412.3773,488.4252,502.555
Spain,-0.11,490.1932,563.3287,457.3294
Spain,-0.09,488.6353,463.2456,499.2913
Spain,0.38,565.6722,543.7005,532.0216
Spain,-1.51,321.3974,327.0951,369.116
Spain,0.22,503.1235,449.6629,556.4528
Spain,-0.54,619.5747,579.5475,582.749
Spain,0.24,503.9025,424.9324,476.2589
Spain,1.35,554.9229,615.7152,611.3764
Spain,-1.63,484.8185,532.986,439.7986
Spain,-1.19,502.6562,497.1877,543.6777
Spain,0.21,542.2262,558.8011,507.9634
Spain,-0.86,462.9304,430.0649,465.069
Spain,-0.61,404.9774,396.0624,439.8918
Spain,0.89,611.0064,648.161,667.3256
Spain,2.08,414.5583,450.5366,439.7053
Spain,-1.29,512.0034,506.9327,540.8803
Spain,-0.93,444.158,371.0262,410.705
Spain,-0.39,479.5217,481.8705,481.0145
Spain,-0.81,376.3904,356.7671,409.7725
Spain,-2.09,489.3363,492.5556,490.8989
Spain,0.3,548.8472,570.398,570.5334
Spain,-0.49,313.4523,492.1354,381.3316
Spain,-0.24,401.3164,379.843,361.5628
Spain,-0.78,312.7512,353.8801,303.7486
Spain,-1.48,438.0044,340.8084,415.3674
Spain,-1.28,479.9891,480.7204,519.1533
Spain,-0.32,567.2301,530.0674,534.8191
Spain,1.78,569.5669,597.4046,587.8777
Spain,0.67,544.6409,631.9145,600.2797
Spain,0.77,565.7501,596.1337,647.8366
Spain,-1.27,435.0444,422.8474,485.5837
Spain,-0.82,366.2642,301.4329,340.7684
Spain,1.52,558.8176,567.1414,533.0474
Spain,-0.57,514.8076,521.9451,541.533
Spain,-1.26,380.2072,460.3067,406.3223
Spain,0.55,424.1393,527.823,493.0436
Spain,1.33,594.4929,589.5409,607.7396
Spain,-1.42,512.7824,449.071,533.4204
Spain,-0.08,453.5831,510.9042,485.304
Spain,1.2,556.325,538.0869,540.6005
Spain,1.25,428.5792,383.2313,381.7978
Spain,0.81,563.8807,489.088,541.533
Spain,-0.16,492.6858,559.5954,561.1153
Spain,0.3,435.1223,467.932,468.8922
Spain,-1.39,409.9626,479.1318,491.8314
Spain,-0.93,428.5792,390.9634,418.4446
Spain,-1.06,413.0005,384.9154,405.2033
Spain,-1.77,395.9417,388.8187,387.6725
Spain,0.47,480.6901,511.9368,503.301
Spain,1.39,682.5129,680.7529,686.7214
Spain,-0.01,522.9086,455.4865,495.1884
Spain,-0.53,476.0944,462.7041,505.166
Spain,0.14,543.083,535.6811,559.0638
Spain,0.73,486.1427,453.3213,468.799
Spain,-0.75,498.6836,488.5841,489.0339
Spain,-1.29,505.694,534.0772,476.2589
Spain,0.22,323.5005,384.8472,377.4151
Spain,1.1,476.2502,459.8301,469.9179
Spain,0.33,428.5792,508.5213,476.2589
Spain,-2.09,368.6789,441.7992,389.2577
Spain,-0.24,318.4375,292.6917,386.1805
Spain,1.43,624.0925,596.6103,621.4472
Spain,0.6,528.3611,342.4123,481.201
Spain,1.3,539.1883,463.9605,530.9959
Spain,1.35,340.3256,351.9628,430.567
Spain,1.11,515.8202,429.7441,478.7766
Spain,1.11,520.4938,576.0376,546.009
Spain,0.48,501.7993,622.1076,567.6427
Spain,-1.37,419.4656,422.8474,469.7314
Spain,1.22,592.1561,493.178,590.0224
Spain,-1.51,618.4063,635.844,619.862
Spain,-0.33,430.3708,519.8799,507.9634
Spain,0.52,494.5552,497.1075,562.9802
Spain,0.1,679.0855,698.4759,706.9564
Spain,0.89,555.6239,552.4466,521.0183
Spain,0.8,596.3624,567.2208,530.4364
Spain,-1.56,459.8146,514.8758,452.2939
Spain,0.32,547.7567,521.9678,637.2995
Spain,0.39,530.3085,611.7816,574.5431
Spain,1.36,623.6252,598.1989,590.1156
Spain,1.32,655.25,608.6581,603.8232
Spain,0.28,492.9974,529.0939,514.4909
Spain,1.32,450.6232,482.1913,408.1872
Spain,-0.92,543.9399,555.3856,504.8862
Spain,0.73,597.6087,598.1526,662.4767
Spain,1,423.1267,459.4161,434.0172
Spain,-0.75,405.2111,377.4601,430.567
Spain,0,522.1296,520.4359,514.7706
Spain,0.56,486.3764,499.4331,465.9082
Spain,0.41,480.067,483.3417,428.702
Spain,0.76,581.251,489.1682,538.7355
Spain,0.51,497.2036,536.3221,491.8314
Spain,-0.64,558.6618,573.2923,535.6583
Spain,0.83,619.4968,688.8297,666.2066
Spain,0.83,447.04,316.6698,424.972
Spain,-0.7,413.8573,412.648,468.799
Spain,0.26,388.8534,327.9773,359.5114
Spain,1.19,469.8629,510.1099,492.1112
Spain,-0.15,429.5918,451.5692,410.9847
Spain,-1.92,588.573,519.562,594.7781
Spain,-0.27,483.2606,374.3297,390.3767
Spain,0.74,569.2553,571.7686,576.4081
Spain,-0.39,421.7246,443.229,436.0686
Spain,1.61,494.1658,500.3399,462.458
Spain,-2.33,430.2929,397.159,499.4778
Spain,-0.14,569.5669,579.2149,497.7061
Spain,NA,322.41,332.7088,367.1578
Spain,-1.08,517.456,492.376,484.931
Spain,0.93,422.5814,357.8407,362.4953
Spain,0.55,426.3203,541.8823,453.5994
Spain,0.09,508.0308,489.4578,407.0683
Spain,0.93,505.2267,572.781,572.3984
Spain,0.57,488.5574,461.8219,489.0339
Spain,-1.3,503.4351,502.9611,499.2913
Spain,-0.42,455.0631,488.6635,466.7475
Spain,-0.99,286.7347,385.6415,365.2928
Spain,-0.85,424.7624,392.9348,457.3294
Spain,-0.99,290.7073,417.1756,331.7232
